"Date","Price","Open","High","Low","Vol.","Change %"
"03/22/2021","4.22","4.27","4.27","4.21","13.67M","-0.24%"
"03/19/2021","4.23","4.28","4.29","4.23","43.23M","-1.17%"
"03/18/2021","4.28","4.25","4.32","4.25","14.66M","0.94%"
"03/17/2021","4.24","4.31","4.31","4.23","22.77M","-1.62%"
"03/16/2021","4.31","4.31","4.32","4.28","17.30M","-0.23%"
"03/15/2021","4.32","4.32","4.33","4.29","14.45M","0.00%"
"03/12/2021","4.32","4.34","4.35","4.30","17.98M","-0.46%"
"03/11/2021","4.34","4.34","4.36","4.30","26.02M","-2.47%"
"03/10/2021","4.45","4.46","4.49","4.43","25.61M","0.68%"
"03/09/2021","4.42","4.41","4.44","4.36","20.94M","0.45%"
"03/08/2021","4.40","4.40","4.46","4.40","33.22M","1.15%"
"03/05/2021","4.35","4.23","4.36","4.23","32.53M","2.84%"
"03/04/2021","4.23","4.25","4.29","4.21","37.60M","0.24%"
"03/03/2021","4.22","4.25","4.26","4.19","33.40M","0.00%"
"03/02/2021","4.22","4.23","4.27","4.21","25.10M","0.48%"
"03/01/2021","4.20","4.20","4.25","4.20","29.93M","0.96%"
"02/26/2021","4.16","4.21","4.26","4.12","61.76M","-0.24%"
"02/25/2021","4.17","4.10","4.24","4.08","50.82M","2.21%"
"02/24/2021","4.08","4.10","4.15","4.08","32.72M","0.00%"
"02/23/2021","4.08","4.11","4.13","4.07","30.32M","-0.49%"
"02/22/2021","4.10","4.13","4.14","4.10","24.33M","-0.73%"
"02/19/2021","4.13","4.13","4.15","4.10","20.16M","0.49%"
"02/18/2021","4.11","4.20","4.22","4.11","23.85M","-1.91%"
"02/17/2021","4.19","4.22","4.25","4.18","18.27M","-0.71%"
"02/16/2021","4.22","4.23","4.25","4.21","13.23M","0.24%"
"02/15/2021","4.21","4.27","4.28","4.20","12.87M","-0.71%"
"02/11/2021","4.24","4.28","4.28","4.20","11.20M","0.47%"
"02/10/2021","4.22","4.15","4.25","4.13","34.22M","1.93%"
"02/09/2021","4.14","4.08","4.17","4.08","20.29M","1.47%"
"02/08/2021","4.08","4.12","4.17","4.08","18.36M","-0.97%"
"02/05/2021","4.12","4.08","4.12","4.06","17.62M","0.98%"
"02/04/2021","4.08","4.11","4.14","4.08","24.32M","-0.49%"
"02/03/2021","4.10","4.12","4.20","4.10","48.90M","0.00%"
"02/02/2021","4.10","4.19","4.25","4.06","48.06M","-2.15%"
"01/29/2021","4.19","4.36","4.36","4.17","67.87M","-3.90%"
"01/27/2021","4.36","4.47","4.54","4.30","60.41M","-0.91%"
"01/26/2021","4.40","4.40","4.97","4.35","141.89M","3.29%"
"01/25/2021","4.26","4.35","4.36","4.24","44.74M","-1.66%"
"01/22/2021","4.33","4.30","4.39","4.30","35.94M","0.46%"
"01/21/2021","4.31","4.30","4.35","4.27","31.75M","1.13%"
"01/20/2021","4.26","4.20","4.36","4.20","43.51M","2.01%"
"01/19/2021","4.18","4.19","4.26","4.18","22.17M","-0.38%"
"01/18/2021","4.20","4.22","4.24","4.18","19.03M","-1.04%"
"01/15/2021","4.24","4.36","4.36","4.24","27.42M","-2.30%"
"01/14/2021","4.34","4.31","4.40","4.28","29.71M","1.40%"
"01/13/2021","4.28","4.09","4.30","4.08","49.18M","6.57%"
"01/12/2021","4.02","4.04","4.07","3.94","48.39M","-0.99%"
"01/11/2021","4.06","4.06","4.07","4.04","24.89M","-0.29%"
"01/08/2021","4.07","4.08","4.12","4.03","37.05M","-0.29%"
"01/07/2021","4.08","4.06","4.08","3.97","29.60M","0.29%"
"01/06/2021","4.07","4.14","4.14","4.05","18.56M","-1.36%"
"01/05/2021","4.12","4.11","4.13","4.08","12.75M","0.49%"
"01/04/2021","4.10","4.12","4.13","4.09","11.42M","-0.39%"
"12/31/2020","4.12","4.14","4.16","4.12","17.09M","-0.48%"
"12/30/2020","4.14","4.14","4.16","4.12","13.83M","0.00%"
"12/29/2020","4.14","4.17","4.18","4.14","12.16M","-0.38%"
"12/28/2020","4.16","4.13","4.22","4.13","12.58M","1.07%"
"12/24/2020","4.11","4.14","4.14","4.08","10.11M","-0.19%"
"12/23/2020","4.12","4.08","4.17","4.06","14.19M","0.68%"
"12/22/2020","4.09","4.13","4.15","4.06","15.38M","-0.97%"
"12/21/2020","4.13","4.17","4.29","4.12","19.26M","0.00%"
"12/18/2020","4.13","4.31","4.33","4.10","61.24M","-4.00%"
"12/17/2020","4.30","4.38","4.40","4.28","27.49M","-1.74%"
"12/16/2020","4.38","4.50","4.50","4.35","33.90M","0.92%"
"12/15/2020","4.34","4.26","4.40","4.26","42.22M","1.78%"
"12/14/2020","4.26","4.44","4.59","4.22","86.70M","-2.74%"
"12/11/2020","4.38","4.06","4.50","4.06","76.95M","8.42%"
"12/10/2020","4.04","4.00","4.07","3.98","41.79M","1.71%"
"12/09/2020","3.97","3.86","4.02","3.86","99.19M","7.58%"
"12/08/2020","3.69","3.72","3.74","3.64","21.14M","-0.75%"
"12/07/2020","3.72","3.72","3.75","3.68","21.56M","0.00%"
"12/04/2020","3.72","3.71","3.76","3.68","14.00M","0.00%"
"12/03/2020","3.72","3.61","3.73","3.59","30.70M","3.68%"
"12/02/2020","3.59","3.60","3.64","3.57","39.16M","0.00%"
"12/01/2020","3.58","3.56","3.63","3.54","34.25M","2.99%"
"11/30/2020","3.48","3.72","3.75","3.48","164.37M","-6.45%"
"11/27/2020","3.72","3.75","3.78","3.68","20.66M","-0.64%"
"11/26/2020","3.74","3.78","3.78","3.71","7.98M","-1.06%"
"11/25/2020","3.78","3.70","3.80","3.69","28.20M","2.94%"
"11/24/2020","3.68","3.64","3.74","3.64","17.59M","0.88%"
"11/23/2020","3.64","3.66","3.73","3.62","15.84M","-0.44%"
"11/20/2020","3.66","3.66","3.69","3.62","21.83M","-0.44%"
"11/19/2020","3.68","3.75","3.79","3.62","31.71M","-3.57%"
"11/18/2020","3.81","3.80","3.82","3.72","27.11M","0.85%"
"11/17/2020","3.78","3.72","3.81","3.71","48.84M","2.27%"
"11/16/2020","3.70","3.55","3.74","3.54","41.01M","4.05%"
"11/13/2020","3.55","3.56","3.57","3.50","21.03M","-0.89%"
"11/12/2020","3.58","3.54","3.59","3.48","38.17M","1.36%"
"11/11/2020","3.54","3.43","3.54","3.34","51.97M","2.79%"
"11/10/2020","3.44","3.15","3.48","3.15","101.64M","12.42%"
"11/09/2020","3.06","3.05","3.08","3.04","12.62M","0.53%"
"11/06/2020","3.04","3.00","3.07","3.00","21.80M","1.47%"
"11/05/2020","3.00","2.98","3.02","2.98","18.31M","0.94%"
"11/04/2020","2.97","3.01","3.01","2.97","13.53M","-0.67%"
"11/03/2020","2.99","2.99","3.02","2.97","29.27M","0.27%"
"11/02/2020","2.98","3.02","3.05","2.98","14.77M","-1.06%"
"10/30/2020","3.02","3.14","3.14","3.01","41.70M","-3.83%"
"10/28/2020","3.14","3.14","3.16","3.13","9.24M","-0.25%"
"10/27/2020","3.14","3.14","3.16","3.13","16.24M","0.00%"
"10/26/2020","3.14","3.16","3.16","3.13","6.91M","-0.88%"
"10/23/2020","3.17","3.12","3.19","3.12","14.57M","1.80%"
"10/22/2020","3.11","3.16","3.16","3.11","30.38M","-1.27%"
"10/21/2020","3.15","3.17","3.19","3.14","31.67M","-0.25%"
"10/20/2020","3.16","3.17","3.20","3.15","11.05M","-0.25%"
"10/19/2020","3.17","3.18","3.19","3.15","6.56M","0.00%"
"10/16/2020","3.17","3.22","3.22","3.17","11.11M","-1.49%"
"10/15/2020","3.22","3.18","3.22","3.17","9.16M","1.00%"
"10/14/2020","3.19","3.17","3.20","3.15","14.38M","0.00%"
"10/13/2020","3.19","3.16","3.21","3.14","8.04M","0.88%"
"10/12/2020","3.16","3.20","3.20","3.16","11.30M","-1.98%"
"10/09/2020","3.23","3.18","3.24","3.15","11.68M","0.87%"
"10/08/2020","3.20","3.13","3.20","3.12","12.95M","2.70%"
"10/07/2020","3.12","3.16","3.16","3.12","12.23M","-1.64%"
"10/06/2020","3.17","3.16","3.19","3.15","5.99M","0.25%"
"10/05/2020","3.16","3.15","3.18","3.12","8.73M","0.38%"
"10/02/2020","3.15","3.15","3.15","3.11","3.58M","-0.25%"
"10/01/2020","3.16","3.14","3.16","3.10","5.81M","0.51%"
"09/30/2020","3.14","3.13","3.18","3.10","14.75M","0.77%"
"09/29/2020","3.12","3.09","3.14","3.09","30.53M","1.04%"
"09/28/2020","3.08","3.09","3.12","3.08","13.43M","0.00%"
"09/25/2020","3.09","3.12","3.14","3.08","16.30M","-0.52%"
"09/24/2020","3.10","3.13","3.14","3.10","11.55M","-0.77%"
"09/23/2020","3.13","3.18","3.18","3.12","12.04M","-1.39%"
"09/22/2020","3.17","3.12","3.22","3.11","11.11M","1.15%"
"09/21/2020","3.14","3.20","3.21","3.10","32.47M","-1.63%"
"09/18/2020","3.19","3.28","3.29","3.19","41.93M","-3.39%"
"09/17/2020","3.30","3.30","3.32","3.22","12.05M","-1.20%"
"09/15/2020","3.34","3.21","3.34","3.18","12.22M","4.11%"
"09/14/2020","3.21","3.22","3.22","3.20","6.61M","-0.25%"
"09/11/2020","3.22","3.22","3.25","3.20","9.06M","-0.62%"
"09/10/2020","3.24","3.24","3.26","3.21","9.07M","0.50%"
"09/09/2020","3.22","3.20","3.30","3.18","13.68M","0.62%"
"09/08/2020","3.20","3.21","3.22","3.18","11.17M","-0.37%"
"09/07/2020","3.21","3.20","3.22","3.18","7.68M","0.37%"
"09/04/2020","3.20","3.20","3.21","3.18","13.69M","-0.62%"
"09/03/2020","3.22","3.24","3.24","3.18","20.81M","-0.25%"
"09/02/2020","3.23","3.22","3.24","3.18","26.37M","1.38%"
"09/01/2020","3.18","3.31","3.31","3.16","47.25M","-3.05%"
"08/28/2020","3.28","3.34","3.36","3.28","30.45M","-1.20%"
"08/27/2020","3.32","3.34","3.37","3.30","24.25M","0.00%"
"08/26/2020","3.32","3.40","3.44","3.31","23.34M","-2.12%"
"08/25/2020","3.39","3.36","3.46","3.36","10.99M","0.00%"
"08/24/2020","3.40","3.46","3.46","3.39","14.58M","-1.85%"
"08/21/2020","3.46","3.52","3.52","3.45","8.52M","-1.03%"
"08/19/2020","3.50","3.52","3.53","3.47","12.08M","-1.02%"
"08/18/2020","3.53","3.56","3.59","3.43","14.13M","-0.79%"
"08/17/2020","3.56","3.54","3.59","3.53","6.41M","0.00%"
"08/14/2020","3.56","3.56","3.56","3.51","10.80M","0.00%"
"08/13/2020","3.56","3.48","3.56","3.46","11.84M","2.30%"
"08/12/2020","3.48","3.38","3.48","3.38","11.88M","2.84%"
"08/11/2020","3.38","3.36","3.40","3.36","5.65M","0.71%"
"08/10/2020","3.36","3.36","3.36","3.32","6.87M","0.24%"
"08/07/2020","3.35","3.40","3.40","3.34","10.96M","-1.30%"
"08/06/2020","3.40","3.37","3.40","3.34","10.20M","1.80%"
"08/05/2020","3.34","3.35","3.37","3.29","10.51M","0.00%"
"08/04/2020","3.34","3.33","3.36","3.31","12.45M","0.85%"
"08/03/2020","3.31","3.34","3.40","3.28","19.69M","-2.59%"
"07/30/2020","3.40","3.54","3.54","3.37","29.34M","-3.08%"
"07/29/2020","3.51","3.50","3.53","3.46","13.21M","0.00%"
"07/28/2020","3.50","3.50","3.51","3.50","18.18M","0.00%"
"07/27/2020","3.50","3.55","3.55","3.48","8.08M","-1.13%"
"07/24/2020","3.54","3.58","3.58","3.53","24.86M","-1.12%"
"07/23/2020","3.58","3.57","3.60","3.54","11.21M","0.34%"
"07/22/2020","3.57","3.60","3.62","3.57","12.71M","-0.67%"
"07/21/2020","3.60","3.54","3.64","3.54","20.08M","1.93%"
"07/20/2020","3.53","3.66","3.67","3.51","15.01M","-3.50%"
"07/17/2020","3.66","3.67","3.72","3.66","19.77M","-0.76%"
"07/16/2020","3.68","3.72","3.72","3.68","4.74M","-0.97%"
"07/15/2020","3.72","3.70","3.76","3.68","16.01M","-0.53%"
"07/14/2020","3.74","3.69","3.74","3.64","16.89M","0.97%"
"07/13/2020","3.70","3.70","3.72","3.65","16.93M","0.00%"
"07/10/2020","3.70","3.70","3.72","3.66","19.54M","0.00%"
"07/09/2020","3.70","3.60","3.72","3.60","44.90M","2.78%"
"07/08/2020","3.60","3.47","3.60","3.46","24.45M","3.45%"
"07/07/2020","3.48","3.48","3.59","3.47","38.16M","0.35%"
"07/06/2020","3.47","3.41","3.48","3.40","11.69M","1.64%"
"07/03/2020","3.41","3.40","3.44","3.39","8.49M","0.71%"
"07/02/2020","3.39","3.30","3.41","3.29","20.07M","2.54%"
"07/01/2020","3.30","3.28","3.38","3.28","15.11M","0.00%"
"06/30/2020","3.30","3.29","3.33","3.27","17.16M","0.36%"
"06/29/2020","3.29","3.32","3.32","3.26","7.24M","-0.72%"
"06/26/2020","3.31","3.28","3.31","3.24","6.32M","1.10%"
"06/25/2020","3.28","3.26","3.29","3.25","4.86M","-0.61%"
"06/24/2020","3.30","3.28","3.30","3.26","10.36M","0.49%"
"06/23/2020","3.28","3.33","3.34","3.26","18.00M","-2.26%"
"06/22/2020","3.36","3.32","3.36","3.30","4.42M","1.21%"
"06/19/2020","3.32","3.32","3.36","3.31","33.35M","-1.31%"
"06/18/2020","3.36","3.39","3.39","3.34","12.91M","-0.94%"
"06/17/2020","3.39","3.29","3.39","3.24","16.08M","3.29%"
"06/16/2020","3.28","3.31","3.34","3.28","14.99M","0.00%"
"06/15/2020","3.28","3.37","3.37","3.19","21.41M","-2.26%"
"06/12/2020","3.36","3.34","3.39","3.30","35.71M","-2.55%"
"06/11/2020","3.45","3.47","3.48","3.37","21.95M","-0.58%"
"06/10/2020","3.47","3.48","3.48","3.42","17.72M","-0.23%"
"06/09/2020","3.48","3.50","3.55","3.46","28.75M","0.35%"
"06/05/2020","3.46","3.49","3.50","3.40","28.92M","-1.03%"
"06/04/2020","3.50","3.52","3.57","3.36","44.42M","0.69%"
"06/03/2020","3.48","3.14","3.52","3.14","70.37M","11.13%"
"06/02/2020","3.13","2.92","3.16","2.92","59.93M","7.27%"
"06/01/2020","2.92","2.94","2.95","2.90","52.91M","-0.55%"
"05/29/2020","2.93","3.03","3.03","2.93","169.11M","-3.43%"
"05/28/2020","3.04","3.05","3.06","3.04","25.59M","-0.39%"
"05/27/2020","3.05","3.05","3.06","3.04","25.56M","0.00%"
"05/22/2020","3.05","3.10","3.12","3.04","23.89M","-1.42%"
"05/21/2020","3.10","3.09","3.12","3.08","69.68M","0.00%"
"05/20/2020","3.09","3.12","3.12","3.08","6.45M","-0.26%"
"05/19/2020","3.10","3.08","3.13","3.08","10.47M","0.91%"
"05/18/2020","3.07","3.07","3.09","3.07","10.27M","0.00%"
"05/15/2020","3.07","3.09","3.12","3.05","15.23M","-0.52%"
"05/14/2020","3.08","3.12","3.13","3.08","15.23M","-1.15%"
"05/13/2020","3.12","3.10","3.12","3.10","9.80M","0.52%"
"05/12/2020","3.10","3.15","3.17","3.10","22.95M","-1.40%"
"05/08/2020","3.15","3.15","3.21","3.14","16.86M","0.00%"
"05/06/2020","3.15","3.20","3.21","3.15","13.02M","-1.99%"
"05/05/2020","3.21","3.18","3.24","3.18","9.28M","1.26%"
"05/04/2020","3.17","3.24","3.24","3.17","15.35M","-3.17%"
"04/30/2020","3.28","3.20","3.34","3.20","30.03M","2.37%"
"04/29/2020","3.20","3.19","3.21","3.19","10.81M","0.38%"
"04/28/2020","3.19","3.16","3.19","3.15","7.51M","1.14%"
"04/27/2020","3.15","3.18","3.19","3.15","8.66M","-0.38%"
"04/24/2020","3.16","3.16","3.18","3.13","12.24M","-0.25%"
"04/23/2020","3.17","3.16","3.20","3.16","8.93M","0.89%"
"04/22/2020","3.14","3.14","3.16","3.11","18.92M","0.00%"
"04/21/2020","3.15","3.22","3.22","3.15","16.62M","-2.60%"
"04/20/2020","3.23","3.22","3.26","3.22","13.63M","0.75%"
"04/17/2020","3.21","3.20","3.24","3.20","20.12M","0.63%"
"04/16/2020","3.19","3.16","3.22","3.14","24.64M","0.63%"
"04/15/2020","3.17","3.17","3.18","3.16","20.99M","0.00%"
"04/14/2020","3.17","3.17","3.18","3.15","12.72M","0.00%"
"04/13/2020","3.17","3.18","3.18","3.12","6.60M","-0.25%"
"04/10/2020","3.18","3.17","3.18","3.16","1.89M","0.00%"
"04/09/2020","3.18","3.18","3.20","3.17","8.65M","0.38%"
"04/08/2020","3.16","3.18","3.18","3.16","11.43M","-0.50%"
"04/07/2020","3.18","3.22","3.22","3.16","30.93M","0.00%"
"04/06/2020","3.18","3.15","3.20","3.12","17.65M","1.27%"
"04/03/2020","3.14","3.11","3.16","3.11","20.34M","-0.63%"
"04/02/2020","3.16","3.13","3.18","3.13","17.94M","0.77%"
"04/01/2020","3.14","3.19","3.19","3.12","26.51M","-1.38%"
"03/31/2020","3.18","3.18","3.22","3.16","50.82M","0.51%"
"03/30/2020","3.16","3.17","3.18","3.08","15.10M","-0.50%"
"03/27/2020","3.18","3.15","3.27","3.14","30.97M","2.32%"
"03/26/2020","3.11","3.15","3.18","3.08","31.63M","-1.15%"
"03/25/2020","3.14","3.19","3.27","3.06","41.54M","3.15%"
"03/24/2020","3.05","2.86","3.09","2.86","45.45M","9.64%"
"03/23/2020","2.78","2.70","2.86","2.67","48.28M","-1.00%"
"03/20/2020","2.81","2.55","2.89","2.54","94.25M","10.90%"
"03/19/2020","2.53","2.59","2.64","2.52","49.10M","-2.76%"
"03/18/2020","2.60","2.76","2.82","2.59","105.81M","-6.33%"
"03/17/2020","2.78","2.78","2.90","2.75","95.63M","-4.14%"
"03/16/2020","2.90","3.00","3.00","2.87","68.88M","-5.23%"
"03/13/2020","3.06","3.16","3.17","3.06","71.70M","-5.56%"
"03/12/2020","3.24","3.36","3.36","3.24","38.09M","-3.57%"
"03/11/2020","3.36","3.42","3.42","3.36","37.80M","-2.89%"
"03/10/2020","3.46","3.40","3.49","3.39","39.43M","1.65%"
"03/09/2020","3.40","3.50","3.50","3.40","34.38M","-3.62%"
"03/06/2020","3.53","3.58","3.58","3.50","27.75M","-1.89%"
"03/05/2020","3.60","3.58","3.61","3.56","29.17M","0.56%"
"03/04/2020","3.58","3.55","3.59","3.52","32.33M","0.79%"
"03/03/2020","3.55","3.46","3.59","3.41","33.80M","3.98%"
"03/02/2020","3.42","3.36","3.50","3.23","51.74M","0.00%"
"02/28/2020","3.42","3.44","3.48","3.40","64.04M","-1.16%"
"02/27/2020","3.46","3.46","3.57","3.44","56.34M","0.58%"
"02/26/2020","3.44","3.50","3.52","3.44","45.73M","-1.83%"
"02/25/2020","3.50","3.48","3.56","3.47","22.03M","0.69%"
"02/24/2020","3.48","3.57","3.59","3.47","56.26M","-4.08%"
"02/21/2020","3.63","3.62","3.66","3.58","22.11M","0.00%"
"02/20/2020","3.62","3.60","3.64","3.60","19.14M","1.00%"
"02/19/2020","3.59","3.54","3.60","3.54","11.84M","1.36%"
"02/18/2020","3.54","3.53","3.56","3.52","18.95M","0.45%"
"02/17/2020","3.52","3.52","3.54","3.52","10.46M","0.00%"
"02/14/2020","3.52","3.56","3.56","3.50","18.57M","-1.01%"
"02/13/2020","3.56","3.56","3.60","3.53","17.91M","0.00%"
"02/12/2020","3.56","3.64","3.66","3.55","36.41M","-2.84%"
"02/11/2020","3.66","3.66","3.68","3.64","26.81M","0.00%"
"02/10/2020","3.66","3.67","3.68","3.63","15.39M","-0.33%"
"02/07/2020","3.67","3.68","3.68","3.65","30.85M","-0.33%"
"02/06/2020","3.68","3.62","3.70","3.62","25.75M","2.22%"
"02/05/2020","3.60","3.66","3.66","3.56","23.76M","-1.10%"
"02/04/2020","3.64","3.74","3.78","3.64","27.18M","-1.94%"
"02/03/2020","3.71","3.72","3.74","3.70","18.02M","-0.22%"
"01/31/2020","3.72","3.77","3.82","3.71","33.07M","-1.59%"
"01/30/2020","3.78","3.80","3.80","3.76","14.84M","-0.53%"
"01/29/2020","3.80","3.79","3.81","3.79","15.92M","0.21%"
"01/28/2020","3.79","3.80","3.80","3.70","11.62M","-1.15%"
"01/24/2020","3.84","3.82","3.86","3.82","10.56M","0.21%"
"01/23/2020","3.83","3.80","3.84","3.80","7.88M","0.63%"
"01/22/2020","3.80","3.85","3.92","3.78","21.73M","-2.36%"
"01/21/2020","3.90","3.90","3.90","3.88","5.63M","0.00%"
"01/20/2020","3.90","3.91","3.92","3.88","6.29M","-0.61%"
"01/17/2020","3.92","3.91","3.94","3.90","14.00M","0.20%"
"01/16/2020","3.91","3.92","3.94","3.86","10.38M","0.00%"
"01/15/2020","3.91","3.84","3.93","3.83","15.15M","2.19%"
"01/14/2020","3.83","3.87","3.88","3.81","15.71M","-0.42%"
"01/13/2020","3.84","3.92","3.94","3.84","16.04M","-1.64%"
"01/10/2020","3.91","3.93","3.93","3.90","8.28M","0.00%"
"01/09/2020","3.91","3.95","3.97","3.90","16.21M","-0.20%"
"01/08/2020","3.92","4.00","4.01","3.92","12.74M","-2.58%"
"01/07/2020","4.02","3.96","4.03","3.96","13.07M","1.11%"
"01/06/2020","3.98","3.98","3.98","3.94","9.17M","-0.30%"
"01/03/2020","3.99","3.96","4.00","3.96","15.49M","0.30%"
"01/02/2020","3.98","3.90","3.98","3.89","8.14M","2.37%"
"12/31/2019","3.89","3.96","3.98","3.88","17.15M","-2.70%"
"12/30/2019","4.00","3.98","4.00","3.96","10.90M","0.50%"
"12/27/2019","3.98","3.94","3.99","3.93","6.63M","1.02%"
"12/26/2019","3.94","3.96","3.97","3.93","3.00M","-0.71%"
"12/24/2019","3.96","4.00","4.00","3.94","7.03M","-1.10%"
"12/23/2019","4.01","3.97","4.03","3.94","15.87M","1.11%"
"12/20/2019","3.96","3.96","3.96","3.92","30.67M","1.02%"
"12/19/2019","3.92","3.87","3.96","3.87","17.70M","0.31%"
"12/18/2019","3.91","3.80","3.91","3.78","20.90M","2.95%"
"12/17/2019","3.80","3.78","3.82","3.77","18.27M","0.85%"
"12/16/2019","3.77","3.78","3.79","3.76","24.12M","-0.42%"
"12/13/2019","3.78","3.82","3.82","3.78","17.75M","-0.21%"
"12/12/2019","3.79","3.80","3.83","3.78","19.26M","-0.21%"
"12/11/2019","3.80","3.79","3.82","3.79","14.17M","0.21%"
"12/10/2019","3.79","3.79","3.80","3.78","20.73M","-0.32%"
"12/09/2019","3.80","3.83","3.84","3.78","23.07M","-0.73%"
"12/06/2019","3.83","3.86","3.88","3.82","13.88M","-0.93%"
"12/05/2019","3.87","3.88","3.90","3.86","14.28M","0.21%"
"12/04/2019","3.86","3.89","3.90","3.84","28.72M","-0.82%"
"12/03/2019","3.89","3.91","3.91","3.86","21.46M","-0.51%"
"12/02/2019","3.91","3.93","3.95","3.90","12.86M","-0.31%"
"11/29/2019","3.92","3.93","3.96","3.92","24.45M","-0.61%"
"11/28/2019","3.95","3.94","3.97","3.93","15.00M","0.00%"
"11/27/2019","3.95","3.91","3.97","3.90","21.03M","1.23%"
"11/26/2019","3.90","3.95","3.96","3.90","61.38M","-1.52%"
"11/25/2019","3.96","3.97","3.98","3.95","9.09M","-0.30%"
"11/22/2019","3.97","3.96","3.97","3.94","17.21M","0.20%"
"11/21/2019","3.96","3.97","3.98","3.90","24.49M","-0.50%"
"11/20/2019","3.98","3.98","4.00","3.97","9.24M","-0.40%"
"11/19/2019","4.00","3.95","4.02","3.95","12.33M","0.60%"
"11/18/2019","3.98","3.98","3.98","3.94","8.01M","0.00%"
"11/15/2019","3.98","3.99","4.00","3.95","11.51M","-0.30%"
"11/14/2019","3.99","3.98","4.00","3.98","18.06M","0.00%"
"11/13/2019","3.99","4.00","4.00","3.96","14.40M","0.00%"
"11/12/2019","4.00","4.00","4.02","3.98","22.39M","0.00%"
"11/11/2019","4.00","4.00","4.00","3.98","23.48M","0.30%"
"11/08/2019","3.99","3.97","4.04","3.96","43.40M","0.40%"
"11/07/2019","3.97","3.96","3.98","3.95","22.95M","0.30%"
"11/06/2019","3.96","3.97","3.97","3.94","18.18M","-0.30%"
"11/05/2019","3.97","3.95","4.00","3.95","46.21M","0.30%"
"11/04/2019","3.96","3.96","3.98","3.94","9.94M","0.00%"
"11/01/2019","3.96","4.04","4.06","3.95","16.61M","-2.46%"
"10/31/2019","4.06","3.88","4.09","3.88","48.45M","4.64%"
"10/30/2019","3.88","3.86","3.88","3.84","17.57M","0.31%"
"10/29/2019","3.87","3.87","3.87","3.85","32.48M","0.42%"
"10/25/2019","3.85","3.86","3.86","3.84","6.77M","0.21%"
"10/24/2019","3.84","3.86","3.86","3.83","14.47M","-0.21%"
"10/23/2019","3.85","3.87","3.87","3.81","12.02M","-0.21%"
"10/22/2019","3.86","3.87","3.89","3.85","21.55M","0.00%"
"10/21/2019","3.86","3.86","3.86","3.84","6.01M","0.00%"
"10/18/2019","3.86","3.86","3.87","3.84","9.73M","0.00%"
"10/17/2019","3.86","3.85","3.87","3.83","15.01M","0.00%"
"10/16/2019","3.85","3.86","3.88","3.84","19.13M","0.00%"
"10/15/2019","3.85","3.84","3.86","3.82","13.04M","0.52%"
"10/14/2019","3.83","3.84","3.85","3.82","8.37M","0.42%"
"10/11/2019","3.82","3.84","3.84","3.82","8.20M","-0.52%"
"10/10/2019","3.84","3.84","3.84","3.82","4.51M","0.31%"
"10/09/2019","3.82","3.86","3.86","3.82","12.20M","-0.93%"
"10/08/2019","3.86","3.87","3.90","3.86","13.90M","-0.21%"
"10/07/2019","3.87","3.86","3.88","3.85","15.77M","0.31%"
"10/04/2019","3.86","3.86","3.88","3.84","11.14M","0.00%"
"10/03/2019","3.86","3.94","3.94","3.85","25.52M","-2.13%"
"10/02/2019","3.94","4.00","4.02","3.94","18.29M","-1.50%"
"10/01/2019","4.00","4.02","4.02","4.00","5.59M","-0.40%"
"09/30/2019","4.02","4.02","4.03","4.00","24.12M","0.20%"
"09/27/2019","4.01","4.02","4.04","4.00","7.78M","-0.30%"
"09/26/2019","4.02","4.01","4.02","4.00","33.19M","0.30%"
"09/25/2019","4.01","4.02","4.02","3.99","30.80M","-0.30%"
"09/24/2019","4.02","4.05","4.05","4.02","25.02M","-0.20%"
"09/23/2019","4.03","4.04","4.04","4.02","16.54M","0.00%"
"09/20/2019","4.03","4.03","4.03","4.02","57.06M","0.00%"
"09/19/2019","4.03","4.03","4.04","4.03","13.15M","0.00%"
"09/18/2019","4.03","4.04","4.04","4.02","15.06M","0.00%"
"09/17/2019","4.03","4.05","4.05","4.02","42.63M","0.00%"
"09/13/2019","4.03","4.02","4.05","4.02","10.27M","0.00%"
"09/12/2019","4.03","4.04","4.04","4.02","17.23M","0.00%"
"09/11/2019","4.03","4.04","4.04","4.02","20.68M","0.00%"
"09/10/2019","4.03","4.07","4.07","4.02","35.52M","-0.20%"
"09/06/2019","4.04","4.05","4.06","4.03","34.94M","-0.20%"
"09/05/2019","4.05","4.06","4.08","4.04","14.23M","0.00%"
"09/04/2019","4.05","4.02","4.06","4.00","23.45M","0.90%"
"09/03/2019","4.02","4.06","4.08","4.02","21.56M","-1.18%"
"08/30/2019","4.06","4.07","4.09","4.06","23.50M","0.00%"
"08/29/2019","4.06","4.08","4.08","4.03","17.95M","0.00%"
"08/28/2019","4.06","4.08","4.10","4.04","11.05M","-1.84%"
"08/27/2019","4.14","4.16","4.16","4.12","55.12M","-0.48%"
"08/26/2019","4.16","4.12","4.16","4.10","23.07M","0.00%"
"08/23/2019","4.16","4.12","4.18","4.07","37.81M","0.00%"
"08/22/2019","4.16","4.15","4.16","4.14","37.72M","0.29%"
"08/21/2019","4.15","4.16","4.17","4.14","22.26M","-0.29%"
"08/20/2019","4.16","4.15","4.16","4.14","20.52M","0.19%"
"08/19/2019","4.15","4.19","4.22","4.13","23.06M","-0.19%"
"08/16/2019","4.16","4.16","4.16","4.14","26.62M","0.00%"
